St1,St_1,St2,St_2,City,Zip,Long,Lat
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625483061899999,26.639324274900002
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,ROBERT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROBERT AVE,LEHIGH ACRES,33936,-81.596151923700006,26.639809869600001
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,ROOSEVELT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROOSEVELT AVE,LEHIGH ACRES,33936,-81.593286712199998,26.639820524600001
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,SCOTT AVE ((LEHIGH ACRES-LEHIGH ACRES)),SCOTT AVE,LEHIGH ACRES,33972,-81.576107995300006,26.639881038700000
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,SHELDON AVE ((LEHIGH ACRES-LEHIGH ACRES)),SHELDON AVE,LEHIGH ACRES,33972,-81.604022460200000,26.639704003500000
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,THOMPSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),THOMPSON AVE,LEHIGH ACRES,33972,-81.612608155499998,26.639578884999999
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,TRUMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),TRUMAN AVE,LEHIGH ACRES,33972,-81.584699101699997,26.639844854100001
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,W 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),W 11TH ST,LEHIGH ACRES,33972,-81.630322093299995,26.639232512100001
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,WASHINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WASHINGTON AVE,LEHIGH ACRES,33972,-81.611174850699996,26.639594291800002
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,WELLINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLINGTON AVE,LEHIGH ACRES,33972,-81.581835393199995,26.639858288399999
E 11TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 11TH ST,WELLS AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLS AVE,LEHIGH ACRES,33972,-81.571822120400000,26.639905867600000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,EDWARD AVE ((LEHIGH ACRES-LEHIGH ACRES)),EDWARD AVE,LEHIGH ACRES,33972,-81.597636094400002,26.643699874599999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,EIGHTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),EIGHTH AVE,LEHIGH ACRES,33972,-81.619908252100004,26.643296218900002
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,FITCH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FITCH AVE,LEHIGH ACRES,33972,-81.567586581599997,26.643889443700001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,GERALD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GERALD AVE,LEHIGH ACRES,33972,-81.599877829899995,26.643657268300000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,GRANT AVE ((LEHIGH ACRES-LEHIGH ACRES)),GRANT AVE,LEHIGH ACRES,33972,-81.583316583400006,26.643821219599999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,HAMILTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),HAMILTON AVE,LEHIGH ACRES,33972,-81.589046283299993,26.643771649400001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,HINES AVE ((LEHIGH ACRES-LEHIGH ACRES)),HINES AVE,LEHIGH ACRES,33972,-81.566191125600000,26.643886886000001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,IRVING AVE ((LEHIGH ACRES-LEHIGH ACRES)),IRVING AVE,LEHIGH ACRES,33972,-81.570441132799999,26.643877814000000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,JACKSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),JACKSON AVE,LEHIGH ACRES,33972,-81.590483085200006,26.643760428699998
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,JEFFERSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),JEFFERSON AVE,LEHIGH ACRES,33972,-81.594770984600004,26.643724157299999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,JOEL BLVD ((LEHIGH ACRES-LEHIGH ACRES)),JOEL BLVD,LEHIGH ACRES,33972,-81.598250800700001,26.643692642100000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,JOHNS AVE ((LEHIGH ACRES-LEHIGH ACRES)),JOHNS AVE,LEHIGH ACRES,33972,-81.580465113000002,26.643836833700000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,LEROY AVE ((LEHIGH ACRES-LEHIGH ACRES)),LEROY AVE,LEHIGH ACRES,33972,-81.579022295399994,26.643847369500001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,LOUIS AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOUIS AVE,LEHIGH ACRES,33972,-81.573305690300003,26.643864741700000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,MCARTHUR AVE ((LEHIGH ACRES-LEHIGH ACRES)),MCARTHUR AVE,LEHIGH ACRES,33936,-81.591904114399995,26.643747902499999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,MONROE AVE ((LEHIGH ACRES-LEHIGH ACRES)),MONROE AVE,LEHIGH ACRES,33972,-81.577596013299996,26.643850519600001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,MOORE AVE ((LEHIGH ACRES-LEHIGH ACRES)),MOORE AVE,LEHIGH ACRES,33972,-81.574735516299995,26.643862278800000
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,NORTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),NORTH AVE,LEHIGH ACRES,33972,-81.614162150300004,26.643119835099998
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625628658099998,26.643180288500002
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,ROBERT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROBERT AVE,LEHIGH ACRES,33972,-81.596201105299997,26.643707902700001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,ROOSEVELT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROOSEVELT AVE,LEHIGH ACRES,33972,-81.593347145699994,26.643738856799999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,SCOTT AVE ((LEHIGH ACRES-LEHIGH ACRES)),SCOTT AVE,LEHIGH ACRES,33972,-81.576170522100000,26.643860075199999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,TRUMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),TRUMAN AVE,LEHIGH ACRES,33972,-81.584754583600002,26.643810949300001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,W 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),W 12TH ST,LEHIGH ACRES,33972,-81.630420384700003,26.643091732399999
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,WELLINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLINGTON AVE,LEHIGH ACRES,33972,-81.581887081100007,26.643832897500001
E 12TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 12TH ST,WELLS AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLS AVE,LEHIGH ACRES,33972,-81.571886112499996,26.643873907400000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,EDWARD AVE ((LEHIGH ACRES-LEHIGH ACRES)),EDWARD AVE,LEHIGH ACRES,33972,-81.597671135400006,26.647855857200000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,EIGHTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),EIGHTH AVE,LEHIGH ACRES,33972,-81.619873150299995,26.647471833400001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,FIFTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FIFTH AVE,LEHIGH ACRES,33972,-81.624165105499998,26.647442893800001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,FITCH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FITCH AVE,LEHIGH ACRES,33972,-81.567619211199997,26.648050893600001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,GERALD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GERALD AVE,LEHIGH ACRES,33972,-81.599837714100005,26.647811329200000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,GLENN AVE ((LEHIGH ACRES-LEHIGH ACRES)),GLENN AVE,LEHIGH ACRES,33972,-81.605561147900005,26.647696175400000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,GRANT AVE ((LEHIGH ACRES-LEHIGH ACRES)),GRANT AVE,LEHIGH ACRES,33972,-81.583359474000005,26.647982701099998
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,GREENWOOD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GREENWOOD AVE,LEHIGH ACRES,33972,-81.621306686300002,26.647459013799999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,HAMILTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),HAMILTON AVE,LEHIGH ACRES,33972,-81.589088575299996,26.647930570500002
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,HIGHLAND AVE ((LEHIGH ACRES-LEHIGH ACRES)),HIGHLAND AVE,LEHIGH ACRES,33972,-81.615582238000002,26.647496205600000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,HINES AVE ((LEHIGH ACRES-LEHIGH ACRES)),HINES AVE,LEHIGH ACRES,33972,-81.566186635999998,26.648059934399999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,IRVING AVE ((LEHIGH ACRES-LEHIGH ACRES)),IRVING AVE,LEHIGH ACRES,33972,-81.570481820200001,26.648036540200000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,JACKSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),JACKSON AVE,LEHIGH ACRES,33972,-81.590514213700004,26.647918195700001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,JAMES AVE ((LEHIGH ACRES-LEHIGH ACRES)),JAMES AVE,LEHIGH ACRES,33972,-81.601267032999999,26.647785734300001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,JEFFERSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),JEFFERSON AVE,LEHIGH ACRES,33972,-81.594810930799994,26.647882186400000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,JOEL BLVD ((LEHIGH ACRES-LEHIGH ACRES)),JOEL BLVD,LEHIGH ACRES,33972,-81.598162104200000,26.647843888499999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,JOHNS AVE ((LEHIGH ACRES-LEHIGH ACRES)),JOHNS AVE,LEHIGH ACRES,33972,-81.580506079700001,26.647995435700000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,LAKE AVE ((LEHIGH ACRES-LEHIGH ACRES)),LAKE AVE,LEHIGH ACRES,33972,-81.618447031599999,26.647478094899999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,LEROY AVE ((LEHIGH ACRES-LEHIGH ACRES)),LEROY AVE,LEHIGH ACRES,33972,-81.579066455800003,26.648001974300001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,LINCOLN AVE ((LEHIGH ACRES-LEHIGH ACRES)),LINCOLN AVE,LEHIGH ACRES,33972,-81.622736494700007,26.647446165300000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,LOUIS AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOUIS AVE,LEHIGH ACRES,33972,-81.573344085100004,26.648025863800001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,MAPLE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),MAPLE AVE N,LEHIGH ACRES,33972,-81.617010676000007,26.647488165799999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,MCARTHUR AVE ((LEHIGH ACRES-LEHIGH ACRES)),MCARTHUR AVE,LEHIGH ACRES,33972,-81.591942115300000,26.647904887900001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,MCKINLEY AVE ((LEHIGH ACRES-LEHIGH ACRES)),MCKINLEY AVE,LEHIGH ACRES,33972,-81.629897138199993,26.647383909900000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,MICHAEL AVE ((LEHIGH ACRES-LEHIGH ACRES)),MICHAEL AVE,LEHIGH ACRES,33972,-81.602700791900006,26.647762218699999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,MONROE AVE ((LEHIGH ACRES-LEHIGH ACRES)),MONROE AVE,LEHIGH ACRES,33972,-81.577635307899996,26.648007255400000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,MOORE AVE ((LEHIGH ACRES-LEHIGH ACRES)),MOORE AVE,LEHIGH ACRES,33972,-81.574774049100000,26.648023168600002
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,NORTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),NORTH AVE,LEHIGH ACRES,33972,-81.614141217200000,26.647509686399999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625602156200003,26.647428067100002
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,ROBERT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROBERT AVE,LEHIGH ACRES,33972,-81.596237840699999,26.647871414899999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,ROOSEVELT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROOSEVELT AVE,LEHIGH ACRES,33972,-81.593375117400001,26.647887869900000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,SCOTT AVE ((LEHIGH ACRES-LEHIGH ACRES)),SCOTT AVE,LEHIGH ACRES,33972,-81.576208454799996,26.648015063900001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,SHELDON AVE ((LEHIGH ACRES-LEHIGH ACRES)),SHELDON AVE,LEHIGH ACRES,33972,-81.604130051400006,26.647729142100001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,THOMPSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),THOMPSON AVE,LEHIGH ACRES,33972,-81.612716156900007,26.647537391000000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,TRUMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),TRUMAN AVE,LEHIGH ACRES,33972,-81.584791354499998,26.647972052800000
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,W 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),W 13TH ST,LEHIGH ACRES,33972,-81.630329450399998,26.647384780100001
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,WASHINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WASHINGTON AVE,LEHIGH ACRES,33972,-81.611285623499995,26.647575001100002
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,WELLINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLINGTON AVE,LEHIGH ACRES,33972,-81.581931045199994,26.647993212399999
E 13TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 13TH ST,WELLS AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLS AVE,LEHIGH ACRES,33972,-81.571913109400001,26.648031853199999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,EDWARD AVE ((LEHIGH ACRES-LEHIGH ACRES)),EDWARD AVE,LEHIGH ACRES,33972,-81.597702100500001,26.651437890699999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,EIGHTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),EIGHTH AVE,LEHIGH ACRES,33972,-81.619851110900001,26.651052183699999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,FIFTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FIFTH AVE,LEHIGH ACRES,33972,-81.624142515299994,26.651018250300002
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,FITCH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FITCH AVE,LEHIGH ACRES,33972,-81.567653121800006,26.651644858200001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,GERALD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GERALD AVE,LEHIGH ACRES,33972,-81.599806105200003,26.651397301500001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,GLENN AVE ((LEHIGH ACRES-LEHIGH ACRES)),GLENN AVE,LEHIGH ACRES,33972,-81.605536185500000,26.651278682299999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,GRANT AVE ((LEHIGH ACRES-LEHIGH ACRES)),GRANT AVE,LEHIGH ACRES,33972,-81.583388347400003,26.651567676399999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,GREENWOOD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GREENWOOD AVE,LEHIGH ACRES,33972,-81.621280458699999,26.651038166599999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,HAMILTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),HAMILTON AVE,LEHIGH ACRES,33972,-81.589118842999994,26.651518107299999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,HIGHLAND AVE ((LEHIGH ACRES-LEHIGH ACRES)),HIGHLAND AVE,LEHIGH ACRES,33972,-81.615553093200006,26.651084519200001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,HINES AVE ((LEHIGH ACRES-LEHIGH ACRES)),HINES AVE,LEHIGH ACRES,33972,-81.566222065299996,26.651638872900001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,IRVING AVE ((LEHIGH ACRES-LEHIGH ACRES)),IRVING AVE,LEHIGH ACRES,33972,-81.570502117299995,26.651620906400002
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,JACKSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),JACKSON AVE,LEHIGH ACRES,33972,-81.590542087499998,26.651498870499999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,JAMES AVE ((LEHIGH ACRES-LEHIGH ACRES)),JAMES AVE,LEHIGH ACRES,33972,-81.601239517500005,26.651369770999999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,JEFFERSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),JEFFERSON AVE,LEHIGH ACRES,33972,-81.594839100800002,26.651463881400002
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,JOEL BLVD ((LEHIGH ACRES-LEHIGH ACRES)),JOEL BLVD,LEHIGH ACRES,33972,-81.598088465299995,26.651439528800001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,JOHNS AVE ((LEHIGH ACRES-LEHIGH ACRES)),JOHNS AVE,LEHIGH ACRES,33972,-81.580527086199993,26.651590903500001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,LAKE AVE ((LEHIGH ACRES-LEHIGH ACRES)),LAKE AVE,LEHIGH ACRES,33972,-81.618414788400003,26.651061790200000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,LEROY AVE ((LEHIGH ACRES-LEHIGH ACRES)),LEROY AVE,LEHIGH ACRES,33972,-81.579102031800005,26.651593982200001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,LINCOLN AVE ((LEHIGH ACRES-LEHIGH ACRES)),LINCOLN AVE,LEHIGH ACRES,33972,-81.622713902200005,26.651028238399999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,LOUIS AVE ((LEHIGH ACRES-LEHIGH ACRES)),LOUIS AVE,LEHIGH ACRES,33972,-81.573377987699999,26.651615631700000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,MAPLE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),MAPLE AVE N,LEHIGH ACRES,33972,-81.616984819199999,26.651069864899998
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,MCARTHUR AVE ((LEHIGH ACRES-LEHIGH ACRES)),MCARTHUR AVE,LEHIGH ACRES,33972,-81.591982134099993,26.651493892500000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,MCKINLEY AVE ((LEHIGH ACRES-LEHIGH ACRES)),MCKINLEY AVE,LEHIGH ACRES,33972,-81.629861810899996,26.650974594000001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,MICHAEL AVE ((LEHIGH ACRES-LEHIGH ACRES)),MICHAEL AVE,LEHIGH ACRES,33972,-81.602678191699994,26.651340234199999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,MONROE AVE ((LEHIGH ACRES-LEHIGH ACRES)),MONROE AVE,OBOR,OBOR,-81.577678074999994,26.651596910799999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,MOORE AVE ((LEHIGH ACRES-LEHIGH ACRES)),MOORE AVE,LEHIGH ACRES,33972,-81.574802084400005,26.651608527899999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,NORTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),NORTH AVE,LEHIGH ACRES,33972,-81.614120650999993,26.651099702300002
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,RICHMOND AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RICHMOND AVE N,LEHIGH ACRES,33972,-81.625576430899997,26.651007314200001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,ROBERT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROBERT AVE,LEHIGH ACRES,33972,-81.596275796599997,26.651453946600000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,ROOSEVELT AVE ((LEHIGH ACRES-LEHIGH ACRES)),ROOSEVELT AVE,LEHIGH ACRES,33972,-81.593412091399998,26.651483909500001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,SCOTT AVE ((LEHIGH ACRES-LEHIGH ACRES)),SCOTT AVE,LEHIGH ACRES,33972,-81.576240095900005,26.651602832300000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,SHELDON AVE ((LEHIGH ACRES-LEHIGH ACRES)),SHELDON AVE,LEHIGH ACRES,33972,-81.604103135000003,26.651313056399999
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,THOMPSON AVE ((LEHIGH ACRES-LEHIGH ACRES)),THOMPSON AVE,LEHIGH ACRES,33972,-81.612688198499995,26.651128580300000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,TRUMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),TRUMAN AVE,LEHIGH ACRES,33972,-81.584821490699994,26.651558513900000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,W 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),W 14TH ST,LEHIGH ACRES,33972,-81.630339746900006,26.650969445600001
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,WASHINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WASHINGTON AVE,LEHIGH ACRES,33972,-81.611261479099994,26.651157696900000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,WELLINGTON AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLINGTON AVE,LEHIGH ACRES,33972,-81.581965047599994,26.651582436700000
E 14TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 14TH ST,WELLS AVE ((LEHIGH ACRES-LEHIGH ACRES)),WELLS AVE,LEHIGH ACRES,33972,-81.571942231899996,26.651620881900001
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,EDWARD AVE ((LEHIGH ACRES-LEHIGH ACRES)),EDWARD AVE,LEHIGH ACRES,33972,-81.597744018000000,26.655025665800000
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,EIGHTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),EIGHTH AVE,LEHIGH ACRES,33972,-81.619823257500002,26.654632253999999
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,FIFTH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FIFTH AVE,LEHIGH ACRES,33972,-81.624123783499996,26.654601880300000
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,FITCH AVE ((LEHIGH ACRES-LEHIGH ACRES)),FITCH AVE,LEHIGH ACRES,33972,-81.567684130100005,26.655224899000000
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,GERALD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GERALD AVE,LEHIGH ACRES,33972,-81.599788239399999,26.654985563600000
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,GLENN AVE ((LEHIGH ACRES-LEHIGH ACRES)),GLENN AVE,LEHIGH ACRES,33972,-81.605502121900003,26.654861876100000
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,GRANT AVE ((LEHIGH ACRES-LEHIGH ACRES)),GRANT AVE,LEHIGH ACRES,33972,-81.583421083999994,26.655154966400001
E 15TH ST ((LEHIGH ACRES-LEHIGH ACRES)),E 15TH ST,GREENWOOD AVE ((LEHIGH ACRES-LEHIGH ACRES)),GREENWOOD AVE,LEHIGH ACRES,33972,-81.621254174900002,26.654624006500001
